case:concept:name,concept:name,time:timestamp
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:46:47.772973
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:46:51.065875
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:46:52.872808
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:46:52.899256
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:47:26.147887
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 13:47:32.925177
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:47:33.313408
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 13:47:33.774192
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:54:05.277356
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 13:54:06.877323
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:54:07.261813
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:09.939316
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:54:10.340381
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:10.792345
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:54:16.085767
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:23.804575
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:54:23.864515
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:33.103427
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:54:34.424156
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:35.690249
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:54:35.716697
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:41.532446
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:54:42.697585
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:54:51.678332
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:54:57.857983
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:55:02.108850
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:55:15.571596
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:55:27.328801
2011-11-01_Pomeriggio,Camera_2,2011-11-01 13:55:37.115033
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 13:55:43.744583
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:55:47.427397
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 13:55:57.442728
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 13:55:58.059726
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 13:56:00.424002
2011-11-01_Pomeriggio,Ufficio,2011-11-01 13:56:00.738400
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 13:56:02.562724
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:00:32.265646
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:00:32.291856
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:00:34.566253
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:00:36.462811
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:00:36.838080
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:00:38.555044
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:00:38.614715
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:00:39.230469
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:00:39.256242
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:00:42.464544
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:02:57.058669
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:03:03.279666
2011-11-01_Pomeriggio,Camera_2,2011-11-01 14:03:08.849979
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:03:14.431150
2011-11-01_Pomeriggio,Camera_2,2011-11-01 14:03:15.141074
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:03:15.992316
2011-11-01_Pomeriggio,Camera_2,2011-11-01 14:03:20.901493
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:03:29.428516
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:03:32.648533
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:03:33.259851
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:03:39.883887
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:04:04.943096
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:04:04.969349
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:04:06.755770
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:04:34.262683
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:04:47.990981
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:04:53.374159
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:07:53.004791
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:09:52.642691
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:10:49.119426
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:10:49.149178
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:10:49.498163
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:10:49.882575
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:12:39.301674
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:12:41.349921
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:12:44.582758
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:12:44.960651
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:12:47.168591
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:12:47.194961
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:12:48.020900
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:12:48.486682
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:12:48.861914
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:12:49.714824
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:12:50.095814
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:12:51.122949
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:12:51.148961
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:12:54.161567
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:12:54.187874
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:12:58.033433
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:16:02.997600
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:16:06.120081
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:16:07.470095
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:16:08.468121
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:16:09.003980
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:16:09.073215
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:16:12.133771
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:16:13.364627
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:16:13.390494
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:18:43.264851
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:18:44.989620
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:18:47.174828
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:18:48.756889
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:18:58.734217
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:18:59.823278
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:19:00.683460
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:19:01.149734
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:19:01.519315
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:19:03.725290
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:19:04.810505
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:19:06.410475
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:19:08.678568
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:19:11.023113
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:19:11.052721
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:19:11.637627
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:19:15.854463
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:26:21.423717
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:26:22.357000
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:26:23.208245
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:26:24.531153
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:26:26.971260
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:26:27.737566
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:26:29.946918
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:26:32.045154
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:26:33.613451
2011-11-01_Pomeriggio,Camera_2,2011-11-01 14:26:36.460538
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:26:53.969271
2011-11-01_Pomeriggio,Camera_2,2011-11-01 14:26:58.378097
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:27:23.884929
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:27:26.011998
2011-11-01_Pomeriggio,Bagno_2,2011-11-01 14:27:26.778441
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:27:27.903617
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:27:45.572525
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:27:46.276562
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:27:47.601626
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:28:29.701926
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:28:33.718248
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:28:35.040599
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:28:37.763739
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:28:45.172497
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:28:46.332490
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:28:46.891688
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:28:47.242466
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:28:50.012204
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:29:13.015938
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:29:13.391312
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:29:16.363009
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:29:17.779376
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:29:18.157427
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:29:19.507411
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:29:20.034762
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:29:20.411525
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:29:20.957532
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:29:21.017218
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:29:23.429286
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:29:24.595587
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:29:26.957598
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:29:28.140079
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:30:09.173660
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:30:09.203537
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:30:09.229160
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:30:09.551136
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:30:11.777848
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:30:12.863339
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:30:14.207350
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:35:58.854865
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:36:02.651618
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:36:07.872929
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:36:11.400147
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:36:11.790585
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:37:00.507355
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:37:05.837824
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:37:07.157786
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:37:07.540364
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:38:58.685167
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:38:59.797173
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:39:00.180335
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:39:01.177394
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:39:02.443285
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:39:02.469831
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:39:08.891565
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:39:20.368982
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:39:22.964187
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:39:26.198459
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:39:26.647123
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:39:27.741681
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:39:28.975251
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:39:29.004686
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:39:29.356087
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:39:31.891520
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:39:32.753368
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:39:35.106549
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:39:36.516081
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:40:30.486880
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:40:32.447299
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:40:34.994917
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:40:35.754632
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:40:35.780527
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:40:35.809297
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:40:40.099014
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:40:41.094437
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:40:43.161486
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:40:45.911693
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:40:46.372893
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:40:48.080583
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:40:49.016550
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:43:25.492637
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:43:27.786639
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:43:28.165722
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:43:29.985703
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:43:30.912571
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:43:30.969275
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:43:31.033908
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:43:31.453859
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:43:33.657671
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:43:34.034881
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:43:35.117824
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:43:35.509267
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:43:39.038958
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:43:53.975499
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:43:54.011070
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:43:55.688711
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:43:56.381433
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:43:56.758545
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 14:44:00.997674
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 14:44:04.194776
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:52:36.143815
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:52:36.524741
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:52:40.984293
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:52:41.010527
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:52:43.042470
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:52:43.415910
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:52:44.498855
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:53:13.459074
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:58:22.247424
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:58:24.217578
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 14:58:24.244004
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:58:25.946700
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:58:25.976398
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:58:26.325660
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:58:45.781143
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:58:46.724179
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:58:47.341138
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:58:48.688212
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:58:51.903766
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:59:04.429834
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:59:06.397767
2011-11-01_Pomeriggio,Ufficio,2011-11-01 14:59:06.424245
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 14:59:07.242869
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 14:59:07.625642
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:01:52.751820
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:01:53.622181
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:01:56.926125
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:01:59.052205
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:02.960142
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:03:05.165830
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:06.514427
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:06.893341
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:03:07.754525
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:22.569825
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:23.417970
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:03:24.532862
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:25.390075
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:03:26.254019
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:28.127850
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:03:30.496048
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:32.147014
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:03:32.776869
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:35.602356
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:45.851250
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:03:47.494415
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:48.826768
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:48.853134
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:03:51.352771
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:03:56.172056
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:03:57.357350
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:03:57.734824
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:04:00.728097
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:04:07.515435
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:04:30.981988
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:04:31.598724
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:04:31.989337
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:04:46.722550
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:04:57.642406
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:05:23.909495
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:05:28.344707
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:05:29.997703
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:06:29.828032
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:06:32.685279
2011-11-01_Pomeriggio,Cucina_Prep,2011-11-01 15:06:43.624541
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:06:45.514948
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:07:24.963253
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:07:27.323300
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:07:27.704154
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:36:46.568445
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:36:57.578330
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:36:58.670789
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:37:03.222459
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:37:04.451558
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:37:05.068402
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:37:05.904713
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:37:06.512605
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:37:06.542276
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:37:07.833847
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:37:08.221715
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:37:08.689554
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:37:09.068595
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:37:11.674267
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:37:11.700514
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:37:15.149887
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:40:15.469466
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:40:17.904601
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:40:25.661207
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:40:27.236722
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:40:28.412724
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:40:37.173063
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:40:37.552162
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:40:38.167191
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:40:41.211777
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:41:27.800492
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:41:29.932457
2011-11-01_Pomeriggio,Camera_Letto,2011-11-01 15:41:30.543639
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:41:32.279918
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:41:45.499475
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:41:45.848279
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:41:46.978932
2011-11-01_Pomeriggio,Bagno_Principale,2011-11-01 15:41:47.354122
2011-11-01_Pomeriggio,Soggiorno,2011-11-01 15:41:49.174300
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:41:49.791151
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:41:50.554590
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:41:58.880070
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:42:03.901226
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:42:09.665923
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:42:12.026699
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:42:18.909424
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:42:21.507329
2011-11-01_Pomeriggio,Sala_Pranzo,2011-11-01 15:42:25.311675
2011-11-01_Pomeriggio,Ufficio,2011-11-01 15:42:27.757132
