2011-11-01 11:26:39.988661	T003	19.5	Temperature	
2011-11-01 11:26:40.019193	T002	20.5	Temperature	
2011-11-01 11:26:40.056089	T004	19	Temperature	
2011-11-01 11:31:43.330146	T001	18	Temperature	
2011-11-01 11:31:43.361777	T005	22.5	Temperature	
2011-11-01 11:31:43.391882	T003	20.5	Temperature	
2011-11-01 11:31:43.426466	T002	21	Temperature	
2011-11-01 11:31:43.464006	T004	19.5	Temperature	
2011-11-01 11:36:46.687469	T001	17.5	Temperature	
2011-11-01 11:36:46.719323	T005	20	Temperature	
2011-11-01 11:36:46.749400	T003	19.5	Temperature	
2011-11-01 11:36:46.783862	T002	19	Temperature	
2011-11-01 11:36:46.826149	T004	19	Temperature	
2011-11-01 11:41:50.055012	T005	19	Temperature	
2011-11-01 11:41:50.090666	T003	18.5	Temperature	
2011-11-01 11:41:50.121126	T002	18.5	Temperature	
2011-11-01 11:45:41.916663	M003	ON	Motion-01	
2011-11-01 11:45:45.219184	M002	ON	Motion-01	
2011-11-01 11:45:47.342342	M002	OFF	Motion-01	
2011-11-01 11:45:48.059974	M003	OFF	Motion-01	
2011-11-01 11:46:53.403718	T005	18.5	Temperature	
2011-11-01 11:46:53.434998	T002	18	Temperature	
2011-11-01 11:46:53.469402	T004	18.5	Temperature	
2011-11-01 11:51:56.845972	T003	18	Temperature	
2011-11-01 12:02:03.771378	T005	18	Temperature	
2011-11-01 12:07:07.117525	T001	17	Temperature	
2011-11-01 12:12:10.463083	T004	18	Temperature	
2011-11-01 12:17:13.851734	T002	17.5	Temperature	
2011-11-01 12:22:17.193444	T003	17.5	Temperature	
2011-11-01 12:32:24.012299	T005	21.5	Temperature	
2011-11-01 12:32:24.047903	T003	18.5	Temperature	
2011-11-01 12:32:24.078571	T002	18.5	Temperature	
2011-11-01 12:34:51.524396	M003	ON	Motion-01	
2011-11-01 12:34:53.176951	M003	OFF	Motion-01	
2011-11-01 12:34:53.794052	M003	ON	Motion-01	
2011-11-01 12:34:56.558285	M003	OFF	Motion-01	
2011-11-01 12:34:58.207218	M003	ON	Motion-01	
2011-11-01 12:35:02.713386	M003	OFF	Motion-01	
2011-11-01 12:37:28.457699	T001	17.5	Temperature	
2011-11-01 12:37:28.489476	T005	21	Temperature	
2011-11-01 12:37:28.519781	T003	19.5	Temperature	
2011-11-01 12:37:28.554209	T002	19	Temperature	
2011-11-01 12:37:28.601369	T004	18.5	Temperature	
2011-11-01 12:42:31.884606	T005	19.5	Temperature	
2011-11-01 12:42:31.920550	T003	18.5	Temperature	
2011-11-01 12:42:31.951031	T002	18.5	Temperature	
2011-11-01 12:46:05.379142	M003	ON	Motion-01	
2011-11-01 12:46:07.267722	M003	OFF	Motion-01	
2011-11-01 12:47:35.256870	T001	17	Temperature	
2011-11-01 12:47:35.292356	T005	18.5	Temperature	
2011-11-01 12:47:35.323329	T003	18	Temperature	
2011-11-01 12:47:35.353260	T002	18	Temperature	
2011-11-01 12:57:42.091123	T005	18	Temperature	
2011-11-01 12:57:42.122733	T002	17.5	Temperature	
2011-11-01 12:57:42.153018	T004	18	Temperature	
2011-11-01 13:07:48.842528	T003	17.5	Temperature	
2011-11-01 13:12:52.298876	T005	21.5	Temperature	
2011-11-01 13:12:52.341575	T003	18	Temperature	
2011-11-01 13:12:52.372233	T002	18.5	Temperature	
2011-11-01 13:17:55.705130	T001	17.5	Temperature	
2011-11-01 13:17:55.740726	T005	20.5	Temperature	
2011-11-01 13:17:55.771429	T003	19	Temperature	
2011-11-01 13:17:55.801518	T004	18.5	Temperature	
2011-11-01 13:22:59.217558	T001	17	Temperature	
2011-11-01 13:22:59.249396	T005	19	Temperature	
2011-11-01 13:22:59.279421	T003	18	Temperature	
2011-11-01 13:22:59.313641	T002	18	Temperature	
2011-11-01 13:28:02.440925	T005	18.5	Temperature	
2011-11-01 13:28:02.476337	T002	17.5	Temperature	
2011-11-01 13:28:02.507002	T004	18	Temperature	
2011-11-01 13:33:05.875692	T005	20	Temperature	
2011-11-01 13:33:05.911239	T002	18	Temperature	
2011-11-01 13:38:09.328662	T001	18	Temperature	
2011-11-01 13:38:09.359893	T005	23	Temperature	
2011-11-01 13:38:09.394434	T003	19.5	Temperature	
2011-11-01 13:38:09.425164	T002	20	Temperature	
2011-11-01 13:38:09.469064	T004	19	Temperature	
2011-11-01 13:39:27.543342	M003	ON	Motion-01	
2011-11-01 13:39:29.902254	M003	OFF	Motion-01	
2011-11-01 13:39:33.363825	M002	ON	Motion-01	
2011-11-01 13:39:33.420527	M003	ON	Motion-01	
2011-11-01 13:39:36.265414	M002	OFF	Motion-01	
2011-11-01 13:39:41.239745	M003	OFF	Motion-01	
2011-11-01 13:39:44.077758	M003	ON	Motion-01	
2011-11-01 13:39:51.225947	M003	OFF	Motion-01	
2011-11-01 13:39:53.113162	M003	ON	Motion-01	
2011-11-01 13:39:54.928226	M003	OFF	Motion-01	
2011-11-01 13:39:57.526721	M003	ON	Motion-01	
2011-11-01 13:40:04.933321	M003	OFF	Motion-01	
2011-11-01 13:40:06.115367	M002	ON	Motion-01	
2011-11-01 13:40:06.505134	M003	ON	Motion-01	
2011-11-01 13:40:08.550477	M007	ON	MotionArea-01	
2011-11-01 13:40:09.165445	M002	OFF	Motion-01	
2011-11-01 13:40:12.074717	M007	OFF	MotionArea-01	
2011-11-01 13:40:12.100946	M003	OFF	Motion-01	
2011-11-01 13:40:17.949700	M007	ON	MotionArea-01	
2011-11-01 13:40:19.132700	M007	OFF	MotionArea-01	
2011-11-01 13:40:23.405786	M003	ON	Motion-01	
2011-11-01 13:40:25.769508	M003	OFF	Motion-01	
2011-11-01 13:40:29.204990	M003	ON	Motion-01	
2011-11-01 13:40:30.541126	M003	OFF	Motion-01	
2011-11-01 13:40:33.386936	M007	ON	MotionArea-01	
2011-11-01 13:40:35.272282	M007	OFF	MotionArea-01	
2011-11-01 13:40:36.831412	M007	ON	MotionArea-01	
2011-11-01 13:40:37.479195	M003	ON	Motion-01	
2011-11-01 13:40:38.332496	M007	OFF	MotionArea-01	
2011-11-01 13:40:39.195068	M007	ON	MotionArea-01	
2011-11-01 13:40:42.430730	M005	ON	Motion-01	
2011-11-01 13:40:42.456953	M003	OFF	Motion-01	
2011-11-01 13:40:46.407008	M004	ON	Motion-01	
2011-11-01 13:40:47.492652	M005	OFF	Motion-01	
2011-11-01 13:40:51.703971	M007	OFF	MotionArea-01	
2011-11-01 13:40:52.084872	M004	OFF	Motion-01	
2011-11-01 13:43:12.679550	T001	17.5	Temperature	
2011-11-01 13:43:12.710806	T005	20.5	Temperature	
2011-11-01 13:43:12.745374	T003	19	Temperature	
2011-11-01 13:43:12.776084	T002	19	Temperature	
2011-11-01 13:46:32.647255	M004	ON	Motion-01	
2011-11-01 13:46:33.262315	M007	ON	MotionArea-01	
2011-11-01 13:46:35.790536	M005	ON	Motion-01	
2011-11-01 13:46:37.682362	M004	OFF	Motion-01	
2011-11-01 13:46:40.770650	M005	OFF	Motion-01	
2011-11-01 13:46:43.814920	M006	ON	Motion-01	
2011-11-01 13:46:43.850715	M008	ON	Motion-01	
2011-11-01 13:46:43.876027	M007	OFF	MotionArea-01	
2011-11-01 13:46:43.902989	M020	ON	MotionArea-01	
2011-11-01 13:46:45.996623	M006	OFF	Motion-01	
2011-11-01 13:46:47.713239	M008	OFF	Motion-01	
2011-11-01 13:46:47.772973	M020	OFF	MotionArea-01	
2011-11-01 13:46:48.237668	M022	ON	Motion-01	
2011-11-01 13:46:51.065875	M028	ON	Motion-01	
2011-11-01 13:46:52.872808	M022	OFF	Motion-01	
2011-11-01 13:46:52.899256	M026	ON	Motion-01	
2011-11-01 13:46:54.689004	M028	OFF	Motion-01	
2011-11-01 13:47:03.964257	M028	ON	Motion-01	
2011-11-01 13:47:07.288479	M028	OFF	Motion-01	
2011-11-01 13:47:08.684502	M026	OFF	Motion-01	
2011-11-01 13:47:12.011553	M028	ON	Motion-01	
2011-11-01 13:47:15.081583	M028	OFF	Motion-01	
2011-11-01 13:47:23.646460	M028	ON	Motion-01	
2011-11-01 13:47:25.294991	M028	OFF	Motion-01	
2011-11-01 13:47:26.147887	M022	ON	Motion-01	
2011-11-01 13:47:28.921254	M022	OFF	Motion-01	
2011-11-01 13:47:29.380879	M021	ON	Motion-01	
2011-11-01 13:47:32.925177	M018	ON	Motion-01	
2011-11-01 13:47:33.313408	M021	OFF	Motion-01	
2011-11-01 13:47:33.774192	M019	ON	Motion-01	
2011-11-01 13:47:36.524109	M018	OFF	Motion-01	
2011-11-01 13:47:36.550768	M019	OFF	Motion-01	
2011-11-01 13:47:37.371248	M019	ON	Motion-01	
2011-11-01 13:47:38.732082	M019	OFF	Motion-01	
2011-11-01 13:47:39.107412	M019	ON	Motion-01	
2011-11-01 13:47:39.728293	M018	ON	Motion-01	
2011-11-01 13:47:42.571564	M019	OFF	Motion-01	
2011-11-01 13:47:44.462694	M018	OFF	Motion-01	
2011-11-01 13:47:45.552565	M019	ON	Motion-01	
2011-11-01 13:47:51.062991	M019	OFF	Motion-01	
2011-11-01 13:47:55.329784	M019	ON	Motion-01	
2011-11-01 13:47:56.751441	M015	ON	Motion-01	
2011-11-01 13:48:00.307294	M019	OFF	Motion-01	
2011-11-01 13:48:01.235932	M015	OFF	Motion-01	
2011-11-01 13:48:03.599793	M019	ON	Motion-01	
2011-11-01 13:48:04.213152	M015	ON	Motion-01	
2011-11-01 13:48:11.034319	M019	OFF	Motion-01	
2011-11-01 13:48:11.978418	M015	OFF	Motion-01	
2011-11-01 13:48:16.039271	T005	19	Temperature	
2011-11-01 13:48:16.070587	T003	18.5	Temperature	
2011-11-01 13:48:16.105121	T002	18	Temperature	
2011-11-01 13:48:16.135629	T004	18.5	Temperature	
2011-11-01 13:48:53.531457	M019	ON	Motion-01	
2011-11-01 13:48:53.927897	M015	ON	Motion-01	
2011-11-01 13:48:56.524792	M015	OFF	Motion-01	
2011-11-01 13:48:56.903787	M015	ON	Motion-01	
2011-11-01 13:48:59.668812	M019	OFF	Motion-01	
2011-11-01 13:49:01.319797	M015	OFF	Motion-01	
2011-11-01 13:49:05.738488	M015	ON	Motion-01	
2011-11-01 13:49:05.764830	M019	ON	Motion-01	
2011-11-01 13:49:06.847827	M018	ON	Motion-01	
2011-11-01 13:49:07.304127	M015	OFF	Motion-01	
2011-11-01 13:49:09.429045	M019	OFF	Motion-01	
2011-11-01 13:49:11.234278	M018	OFF	Motion-01	
2011-11-01 13:49:12.405230	M019	ON	Motion-01	
2011-11-01 13:49:15.972282	M019	OFF	Motion-01	
2011-11-01 13:49:25.390059	M018	ON	Motion-01	
2011-11-01 13:49:25.416805	M019	ON	Motion-01	
2011-11-01 13:49:26.737635	M015	ON	Motion-01	
2011-11-01 13:49:27.116673	M019	OFF	Motion-01	
2011-11-01 13:49:27.495712	M018	OFF	Motion-01	
2011-11-01 13:49:28.870975	M015	OFF	Motion-01	
2011-11-01 13:49:31.606920	M015	ON	Motion-01	
2011-11-01 13:49:31.632879	M019	ON	Motion-01	
2011-11-01 13:49:45.107019	M019	OFF	Motion-01	
2011-11-01 13:49:46.285217	M015	OFF	Motion-01	
2011-11-01 13:49:48.173328	M015	ON	Motion-01	
2011-11-01 13:49:48.790229	M019	ON	Motion-01	
2011-11-01 13:49:49.407377	M015	OFF	Motion-01	
2011-11-01 13:49:49.786244	M015	ON	Motion-01	
2011-11-01 13:49:54.357668	M019	OFF	Motion-01	
2011-11-01 13:49:54.976490	M015	OFF	Motion-01	
2011-11-01 13:50:07.144490	M015	ON	Motion-01	
2011-11-01 13:50:07.520054	M019	ON	Motion-01	
2011-11-01 13:50:11.015023	M016	ON	Motion-01	
2011-11-01 13:50:12.104051	M019	OFF	Motion-01	
2011-11-01 13:50:12.483219	M015	OFF	Motion-01	
2011-11-01 13:50:14.557221	M016	OFF	Motion-01	
2011-11-01 13:50:15.973286	M019	ON	Motion-01	
2011-11-01 13:50:18.093226	M019	OFF	Motion-01	
2011-11-01 13:50:18.949808	M016	ON	Motion-01	
2011-11-01 13:50:20.531321	M019	ON	Motion-01	
2011-11-01 13:50:20.912576	M016	OFF	Motion-01	
2011-11-01 13:50:22.032210	M015	ON	Motion-01	
2011-11-01 13:50:24.152700	M019	OFF	Motion-01	
2011-11-01 13:50:25.477472	M015	OFF	Motion-01	
2011-11-01 13:51:22.748481	M015	ON	Motion-01	
2011-11-01 13:51:24.619292	M015	OFF	Motion-01	
2011-11-01 13:51:41.057785	M019	ON	Motion-01	
2011-11-01 13:51:43.651006	M019	OFF	Motion-01	
2011-11-01 13:52:17.140039	M019	ON	Motion-01	
2011-11-01 13:52:17.851369	M018	ON	Motion-01	
2011-11-01 13:52:20.916317	M019	OFF	Motion-01	
2011-11-01 13:52:21.297028	M018	OFF	Motion-01	
2011-11-01 13:52:27.661161	M018	ON	Motion-01	
2011-11-01 13:52:29.541194	M019	ON	Motion-01	
2011-11-01 13:52:31.898308	M018	OFF	Motion-01	
2011-11-01 13:52:33.318443	M019	OFF	Motion-01	
2011-11-01 13:53:19.380833	T005	18.5	Temperature	
2011-11-01 13:53:43.288758	M019	ON	Motion-01	
2011-11-01 13:53:48.975748	M017	ON	Motion-01	
2011-11-01 13:53:49.839820	M019	OFF	Motion-01	
2011-11-01 13:53:53.390497	M017	OFF	Motion-01	
2011-11-01 13:53:58.130080	M017	ON	Motion-01	
2011-11-01 13:54:00.986033	M018	ON	Motion-01	
2011-11-01 13:54:02.780949	M019	ON	Motion-01	
2011-11-01 13:54:04.278242	M017	OFF	Motion-01	
2011-11-01 13:54:04.657192	M019	OFF	Motion-01	
2011-11-01 13:54:05.277356	M021	ON	Motion-01	
2011-11-01 13:54:06.877323	M018	OFF	Motion-01	
2011-11-01 13:54:07.261813	M022	ON	Motion-01	
2011-11-01 13:54:08.612435	M021	OFF	Motion-01	
2011-11-01 13:54:09.939316	M028	ON	Motion-01	
2011-11-01 13:54:10.340381	M022	OFF	Motion-01	
2011-11-01 13:54:10.792345	M026	ON	Motion-01	
2011-11-01 13:54:12.355477	M028	OFF	Motion-01	
2011-11-01 13:54:16.085767	M027	ON	MotionArea-01	
2011-11-01 13:54:21.301923	M027	OFF	MotionArea-01	
2011-11-01 13:54:23.804575	M026	OFF	Motion-01	
2011-11-01 13:54:23.864515	M027	ON	MotionArea-01	
2011-11-01 13:54:25.504837	M027	OFF	MotionArea-01	
2011-11-01 13:54:32.399542	M027	ON	MotionArea-01	
2011-11-01 13:54:33.103427	M026	ON	Motion-01	
2011-11-01 13:54:34.424156	M027	OFF	MotionArea-01	
2011-11-01 13:54:35.690249	M026	OFF	Motion-01	
2011-11-01 13:54:35.716697	M027	ON	MotionArea-01	
2011-11-01 13:54:37.020388	M027	OFF	MotionArea-01	
2011-11-01 13:54:41.532446	M026	ON	Motion-01	
2011-11-01 13:54:42.697585	M027	ON	MotionArea-01	
2011-11-01 13:54:45.062391	M027	OFF	MotionArea-01	
2011-11-01 13:54:46.720586	M027	ON	MotionArea-01	
2011-11-01 13:54:50.269947	M027	OFF	MotionArea-01	
2011-11-01 13:54:51.678332	M026	OFF	Motion-01	
2011-11-01 13:54:57.857983	M027	ON	MotionArea-01	
2011-11-01 13:55:00.454049	M027	OFF	MotionArea-01	
2011-11-01 13:55:02.108850	M026	ON	Motion-01	
2011-11-01 13:55:03.205252	M026	OFF	Motion-01	
2011-11-01 13:55:03.668006	M026	ON	Motion-01	
2011-11-01 13:55:07.812330	M026	OFF	Motion-01	
2011-11-01 13:55:08.193254	M026	ON	Motion-01	
2011-11-01 13:55:11.696969	M026	OFF	Motion-01	
2011-11-01 13:55:12.308389	M026	ON	Motion-01	
2011-11-01 13:55:15.571596	M027	ON	MotionArea-01	
2011-11-01 13:55:19.351228	M027	OFF	MotionArea-01	
2011-11-01 13:55:22.673020	M027	ON	MotionArea-01	
2011-11-01 13:55:26.239699	M027	OFF	MotionArea-01	
2011-11-01 13:55:27.328801	M026	OFF	Motion-01	
2011-11-01 13:55:28.193004	M026	ON	Motion-01	
2011-11-01 13:55:31.743889	M026	OFF	Motion-01	
2011-11-01 13:55:32.604143	M026	ON	Motion-01	
2011-11-01 13:55:37.115033	M027	ON	MotionArea-01	
2011-11-01 13:55:40.432781	M027	OFF	MotionArea-01	
2011-11-01 13:55:43.744583	M028	ON	Motion-01	
2011-11-01 13:55:44.212295	M026	OFF	Motion-01	
2011-11-01 13:55:47.048158	M028	OFF	Motion-01	
2011-11-01 13:55:47.427397	M022	ON	Motion-01	
2011-11-01 13:55:49.248418	M021	ON	Motion-01	
2011-11-01 13:55:50.346659	M022	OFF	Motion-01	
2011-11-01 13:55:54.607739	M020	ON	MotionArea-01	
2011-11-01 13:55:56.972812	M021	OFF	Motion-01	
2011-11-01 13:55:57.442728	M008	ON	Motion-01	
2011-11-01 13:55:58.059726	M006	ON	Motion-01	
2011-11-01 13:56:00.424002	M008	OFF	Motion-01	
2011-11-01 13:56:00.738400	M020	OFF	MotionArea-01	
2011-11-01 13:56:02.562724	M006	OFF	Motion-01	
2011-11-01 13:56:03.416700	M006	ON	Motion-01	
2011-11-01 13:56:04.532839	M006	OFF	Motion-01	
2011-11-01 13:58:22.861204	T003	19	Temperature	
2011-11-01 13:58:22.896431	T002	17.5	Temperature	
2011-11-01 14:00:31.639247	M006	ON	Motion-01	
2011-11-01 14:00:32.265646	M008	ON	Motion-01	
2011-11-01 14:00:32.291856	M020	ON	MotionArea-01	
2011-11-01 14:00:34.566253	M006	OFF	Motion-01	
2011-11-01 14:00:36.462811	M021	ON	Motion-01	
2011-11-01 14:00:36.838080	M008	OFF	Motion-01	
2011-11-01 14:00:38.555044	M019	ON	Motion-01	
2011-11-01 14:00:38.614715	M020	OFF	MotionArea-01	
2011-11-01 14:00:39.230469	M018	ON	Motion-01	
2011-11-01 14:00:39.256242	M021	OFF	Motion-01	
2011-11-01 14:00:42.464544	M019	OFF	Motion-01	
2011-11-01 14:00:43.645333	M019	ON	Motion-01	
2011-11-01 14:00:47.688034	M018	OFF	Motion-01	
2011-11-01 14:00:50.046343	M019	OFF	Motion-01	
2011-11-01 14:00:54.709100	M018	ON	Motion-01	
2011-11-01 14:00:54.738444	M019	ON	Motion-01	
2011-11-01 14:01:00.591012	M018	OFF	Motion-01	
2011-11-01 14:01:01.915798	M019	OFF	Motion-01	
2011-11-01 14:01:02.299964	M019	ON	Motion-01	
2011-11-01 14:01:05.859172	M019	OFF	Motion-01	
2011-11-01 14:01:07.986844	M019	ON	Motion-01	
2011-11-01 14:01:13.464355	M016	ON	Motion-01	
2011-11-01 14:01:13.843424	M019	OFF	Motion-01	
2011-11-01 14:01:15.671182	M016	OFF	Motion-01	
2011-11-01 14:01:21.010823	M019	ON	Motion-01	
2011-11-01 14:01:21.862810	M015	ON	Motion-01	
2011-11-01 14:01:28.207845	M015	OFF	Motion-01	
2011-11-01 14:01:29.060842	M019	OFF	Motion-01	
2011-11-01 14:01:39.226227	M019	ON	Motion-01	
2011-11-01 14:01:40.879124	M018	ON	Motion-01	
2011-11-01 14:01:41.259336	M015	ON	Motion-01	
2011-11-01 14:01:42.364987	M019	OFF	Motion-01	
2011-11-01 14:01:42.829250	M018	OFF	Motion-01	
2011-11-01 14:01:43.680484	M015	OFF	Motion-01	
2011-11-01 14:01:44.788473	M018	ON	Motion-01	
2011-11-01 14:01:45.239264	M019	ON	Motion-01	
2011-11-01 14:01:47.363494	M018	OFF	Motion-01	
2011-11-01 14:01:48.452449	M019	OFF	Motion-01	
2011-11-01 14:01:54.804856	M019	ON	Motion-01	
2011-11-01 14:01:57.169323	M019	OFF	Motion-01	
2011-11-01 14:01:58.579887	M019	ON	Motion-01	
2011-11-01 14:01:59.914048	M018	ON	Motion-01	
2011-11-01 14:02:03.934805	M019	OFF	Motion-01	
2011-11-01 14:02:04.642071	M018	OFF	Motion-01	
2011-11-01 14:02:05.405362	M018	ON	Motion-01	
2011-11-01 14:02:05.434945	M019	ON	Motion-01	
2011-11-01 14:02:08.661175	M019	OFF	Motion-01	
2011-11-01 14:02:11.502244	M018	OFF	Motion-01	
2011-11-01 14:02:12.119361	M018	ON	Motion-01	
2011-11-01 14:02:18.232291	M018	OFF	Motion-01	
2011-11-01 14:02:18.852973	M018	ON	Motion-01	
2011-11-01 14:02:21.379674	M018	OFF	Motion-01	
2011-11-01 14:02:23.163652	M018	ON	Motion-01	
2011-11-01 14:02:24.982544	M018	OFF	Motion-01	
2011-11-01 14:02:25.905585	M018	ON	Motion-01	
2011-11-01 14:02:27.239924	M018	OFF	Motion-01	
2011-11-01 14:02:29.120735	M018	ON	Motion-01	
2011-11-01 14:02:33.875921	M018	OFF	Motion-01	
2011-11-01 14:02:34.594060	M018	ON	Motion-01	
2011-11-01 14:02:35.916908	M018	OFF	Motion-01	
2011-11-01 14:02:37.974943	M018	ON	Motion-01	
2011-11-01 14:02:38.923673	M019	ON	Motion-01	
2011-11-01 14:02:40.807891	M017	ON	Motion-01	
2011-11-01 14:02:41.425140	M019	OFF	Motion-01	
